;qid;Len;Den;P1;P2;P3;P4;P5
23059;;2925094_+;TSS;2925094;+;;Q4;M63_0.4
23060;;2925094_+;TSS;2925094;+;;Q4;LB_0.4
23061;;2925094_+;TSS;2925094;+;;Q4;LB_2.0
23062;;2925453_+;TSS;2925453;+;;Q4;M63_0.4
23063;;2925453_+;TSS;2925453;+;;Q4;LB_2.0
23064;;2925586_-;TSS;2925586;-;;Q4;M63_0.4
23065;;2925586_-;TSS;2925586;-;;Q4;LB_0.4
23066;;2925586_-;TSS;2925586;-;;Q4;LB_2.0
23067;;2925867_-;TSS;2925867;-;;Q4;M63_0.4
23068;;2925957_+;TSS;2925957;+;;Q4;M63_0.4
23069;;2925957_+;TSS;2925957;+;;Q4;LB_0.4
23070;;2925957_+;TSS;2925957;+;;Q4;LB_2.0
23071;;2926058_+;TSS;2926058;+;;Q4;M63_0.4
23072;;2926058_+;TSS;2926058;+;;Q4;LB_0.4
23073;;2926058_+;TSS;2926058;+;;Q4;LB_2.0
23074;;2926059_-;TSS;2926059;-;;Q4;LB_0.4
23075;;2926059_-;TSS;2926059;-;;Q4;LB_2.0
23076;;2926122_-;TSS;2926122;-;;Q4;M63_0.4
23077;;2926125_+;TSS;2926125;+;;Q4;M63_0.4
23078;;2926125_+;TSS;2926125;+;;Q4;LB_0.4
23079;;2926125_+;TSS;2926125;+;;Q4;LB_2.0
23080;;2926710_+;TSS;2926710;+;;Q4;M63_0.4
23081;;2926710_+;TSS;2926710;+;;Q4;LB_2.0
23082;;2927379_+;TSS;2927379;+;;Q4;M63_0.4
23083;;2927379_+;TSS;2927379;+;;Q4;M63_0.4
23084;;2927379_+;TSS;2927379;+;;Q4;LB_0.4
23085;;2927379_+;TSS;2927379;+;;Q4;LB_0.4
23086;;2927379_+;TSS;2927379;+;;Q4;LB_2.0
23087;;2927379_+;TSS;2927379;+;;Q4;LB_2.0
23088;;2927422_-;TSS;2927422;-;;Q4;M63_0.4
23089;;2927552_+;TSS;2927552;+;;Q4;M63_0.4
23090;;2927552_+;TSS;2927552;+;;Q4;LB_0.4
23091;;2927552_+;TSS;2927552;+;;Q4;LB_2.0
23092;;2927609_+;TSS;2927609;+;;Q4;LB_2.0
23093;;2927717_+;TSS;2927717;+;;Q4;M63_0.4
23094;;2927717_+;TSS;2927717;+;;Q4;LB_2.0
23095;;2928897_+;TSS;2928897;+;;Q4;M63_0.4
23096;;2928897_+;TSS;2928897;+;;Q4;M63_0.4
23097;;2928897_+;TSS;2928897;+;;Q4;LB_2.0
23098;;2928897_+;TSS;2928897;+;;Q4;LB_2.0
23099;;2928906_+;TSS;2928906;+;;Q4;M63_0.4
23100;;2928906_+;TSS;2928906;+;;Q4;M63_0.4
23101;;2928906_+;TSS;2928906;+;;Q4;LB_2.0
23102;;2928906_+;TSS;2928906;+;;Q4;LB_2.0
23103;;2929056_+;TSS;2929056;+;;Q4;M63_0.4
23104;;2929056_+;TSS;2929056;+;;Q4;LB_0.4
23105;;2929056_+;TSS;2929056;+;;Q4;LB_2.0
23106;;2929066_-;TSS;2929066;-;;Q4;LB_2.0
23107;;2929178_-;TSS;2929178;-;;Q4;M63_0.4
23108;;2929178_-;TSS;2929178;-;;Q4;LB_0.4
23109;;2929178_-;TSS;2929178;-;;Q4;LB_2.0
23110;;2929796_-;TSS;2929796;-;;Q4;M63_0.4
23111;;2929796_-;TSS;2929796;-;;Q4;LB_2.0
23112;;2929923_+;TSS;2929923;+;;Q4;M63_0.4
23113;;2929923_+;TSS;2929923;+;;Q4;LB_2.0
23114;;2930209_-;TSS;2930209;-;;Q4;LB_2.0
23115;;2930251_-;TSS;2930251;-;;Q4;M63_0.4
23116;;2930251_-;TSS;2930251;-;;Q4;LB_0.4
23117;;2930251_-;TSS;2930251;-;;Q4;LB_2.0
23118;;2930652_+;TSS;2930652;+;;Q4;M63_0.4
23119;;2930652_+;TSS;2930652;+;;Q4;LB_0.4
23120;;2930652_+;TSS;2930652;+;;Q4;LB_2.0
23121;;2931245_-;TSS;2931245;-;;Q4;LB_2.0
23122;;2931245_-;TSS;2931245;-;;Q4;LB_2.0
23123;;2931357_+;TSS;2931357;+;;Q4;LB_0.4
23124;;2931357_+;TSS;2931357;+;;Q4;LB_2.0
23125;;2931783_-;TSS;2931783;-;;Q4;LB_2.0
23126;;2932141_+;TSS;2932141;+;;Q4;LB_2.0
23127;;2932780_-;TSS;2932780;-;;Q4;M63_0.4
23128;;2932780_-;TSS;2932780;-;;Q4;LB_0.4
23129;;2932780_-;TSS;2932780;-;;Q4;LB_2.0
23130;;2932838_+;TSS;2932838;+;;Q4;LB_0.4
23131;;2932838_+;TSS;2932838;+;;Q4;LB_2.0
23132;;2933435_-;TSS;2933435;-;;Q4;LB_2.0
23133;;2933571_-;TSS;2933571;-;;Q4;M63_0.4
23134;;2933571_-;TSS;2933571;-;;Q4;M63_0.4
23135;;2933571_-;TSS;2933571;-;;Q4;LB_0.4
23136;;2933571_-;TSS;2933571;-;;Q4;LB_0.4
23137;;2933571_-;TSS;2933571;-;;Q4;LB_2.0
23138;;2933571_-;TSS;2933571;-;;Q4;LB_2.0
23139;;2933638_+;TSS;2933638;+;;Q4;LB_0.4
23140;;2933849_+;TSS;2933849;+;;Q4;M63_0.4
23141;;2933849_+;TSS;2933849;+;;Q4;LB_0.4
23142;;2933849_+;TSS;2933849;+;;Q4;LB_2.0
23143;;2934328_-;TSS;2934328;-;;Q4;LB_2.0
23144;;2934530_-;TSS;2934530;-;;Q4;M63_0.4
23145;;2934530_-;TSS;2934530;-;;Q4;LB_2.0
23146;;2935213_-;TSS;2935213;-;;Q4;M63_0.4
23147;;2935213_-;TSS;2935213;-;;Q4;LB_0.4
23148;;2935213_-;TSS;2935213;-;;Q4;LB_2.0
23149;;2935278_-;TSS;2935278;-;;Q4;M63_0.4
23150;;2935278_-;TSS;2935278;-;;Q4;LB_0.4
23151;;2935278_-;TSS;2935278;-;;Q4;LB_2.0
23152;;2935692_-;TSS;2935692;-;;Q4;M63_0.4
23153;;2935692_-;TSS;2935692;-;;Q4;LB_0.4
23154;;2935692_-;TSS;2935692;-;;Q4;LB_2.0
23155;;2936277_-;TSS;2936277;-;;Q4;M63_0.4
23156;;2936277_-;TSS;2936277;-;;Q4;LB_0.4
23157;;2936277_-;TSS;2936277;-;;Q4;LB_2.0
23158;;2936685_+;TSS;2936685;+;;Q4;M63_0.4
23159;;2936685_+;TSS;2936685;+;;Q4;M63_0.4
23160;;2936685_+;TSS;2936685;+;;Q4;LB_2.0
23161;;2936685_+;TSS;2936685;+;;Q4;LB_2.0
23162;;2936740_+;TSS;2936740;+;;Q4;M63_0.4
23163;;2936740_+;TSS;2936740;+;;Q4;M63_0.4
23164;;2936740_+;TSS;2936740;+;;Q4;LB_0.4
23165;;2936740_+;TSS;2936740;+;;Q4;LB_0.4
23166;;2936740_+;TSS;2936740;+;;Q4;LB_2.0
23167;;2936740_+;TSS;2936740;+;;Q4;LB_2.0
23168;;2936843_-;TSS;2936843;-;;Q4;LB_2.0
23169;;2936843_-;TSS;2936843;-;;Q4;LB_2.0
23170;;2936883_-;TSS;2936883;-;;Q4;M63_0.4
23171;;2936883_-;TSS;2936883;-;;Q4;M63_0.4
23172;;2936883_-;TSS;2936883;-;;Q4;LB_0.4
23173;;2936883_-;TSS;2936883;-;;Q4;LB_0.4
23174;;2936883_-;TSS;2936883;-;;Q4;LB_2.0
23175;;2936883_-;TSS;2936883;-;;Q4;LB_2.0
23176;;2936921_+;TSS;2936921;+;;Q4;M63_0.4
23177;;2936921_+;TSS;2936921;+;;Q4;LB_0.4
23178;;2936921_+;TSS;2936921;+;;Q4;LB_2.0
23179;;2937163_-;TSS;2937163;-;;Q4;M63_0.4
23180;;2937163_-;TSS;2937163;-;;Q4;LB_0.4
23181;;2937163_-;TSS;2937163;-;;Q4;LB_2.0
23182;;2937187_+;TSS;2937187;+;;Q4;M63_0.4
23183;;2937187_+;TSS;2937187;+;;Q4;M63_0.4
23184;;2937187_+;TSS;2937187;+;;Q4;LB_0.4
23185;;2937187_+;TSS;2937187;+;;Q4;LB_0.4
23186;;2937187_+;TSS;2937187;+;;Q4;LB_2.0
23187;;2937187_+;TSS;2937187;+;;Q4;LB_2.0
23188;;2937343_+;TSS;2937343;+;;Q4;M63_0.4
23189;;2937343_+;TSS;2937343;+;;Q4;LB_0.4
23190;;2937343_+;TSS;2937343;+;;Q4;LB_2.0
23191;;2937426_-;TSS;2937426;-;;Q4;M63_0.4
23192;;2937426_-;TSS;2937426;-;;Q4;M63_0.4
23193;;2937609_-;TSS;2937609;-;;Q4;M63_0.4
23194;;2937609_-;TSS;2937609;-;;Q4;LB_0.4
23195;;2937609_-;TSS;2937609;-;;Q4;LB_2.0
23196;;2938289_-;TSS;2938289;-;;Q4;M63_0.4
23197;;2938289_-;TSS;2938289;-;;Q4;LB_0.4
23198;;2938289_-;TSS;2938289;-;;Q4;LB_2.0
23199;;2938559_-;TSS;2938559;-;;Q4;M63_0.4
23200;;2938559_-;TSS;2938559;-;;Q4;LB_0.4
23201;;2938559_-;TSS;2938559;-;;Q4;LB_2.0
23202;;2938804_-;TSS;2938804;-;;Q4;LB_2.0
23203;;2939233_-;TSS;2939233;-;;Q4;LB_2.0
23204;;2939742_-;TSS;2939742;-;;Q4;M63_0.4
23205;;2939742_-;TSS;2939742;-;;Q4;M63_0.4
23206;;2939742_-;TSS;2939742;-;;Q4;LB_0.4
23207;;2939742_-;TSS;2939742;-;;Q4;LB_0.4
23208;;2939942_+;TSS;2939942;+;;Q4;M63_0.4
23209;;2939942_+;TSS;2939942;+;;Q4;LB_0.4
23210;;2940017_-;TSS;2940017;-;;Q4;M63_0.4
23211;;2940017_-;TSS;2940017;-;;Q4;LB_0.4
23212;;2940017_-;TSS;2940017;-;;Q4;LB_2.0
23213;;2940231_-;TSS;2940231;-;;Q4;LB_2.0
23214;;2940242_+;TSS;2940242;+;;Q4;M63_0.4
23215;;2940242_+;TSS;2940242;+;;Q4;LB_0.4
23216;;2940242_+;TSS;2940242;+;;Q4;LB_2.0
23217;;2940321_-;TSS;2940321;-;;Q4;M63_0.4
23218;;2940321_-;TSS;2940321;-;;Q4;LB_0.4
23219;;2940661_-;TSS;2940661;-;;Q4;M63_0.4
23220;;2940661_-;TSS;2940661;-;;Q4;M63_0.4
23221;;2940661_-;TSS;2940661;-;;Q4;LB_0.4
23222;;2940661_-;TSS;2940661;-;;Q4;LB_0.4
23223;;2940661_-;TSS;2940661;-;;Q4;LB_2.0
23224;;2940661_-;TSS;2940661;-;;Q4;LB_2.0
23225;;2940718_+;TSS;2940718;+;;Q4;M63_0.4
23226;;2940718_+;TSS;2940718;+;;Q4;LB_0.4
23227;;2940718_+;TSS;2940718;+;;Q4;LB_2.0
23228;;2940882_-;TSS;2940882;-;;Q4;M63_0.4
23229;;2940882_-;TSS;2940882;-;;Q4;M63_0.4
23230;;2940882_-;TSS;2940882;-;;Q4;LB_2.0
23231;;2940882_-;TSS;2940882;-;;Q4;LB_2.0
23232;;2941030_+;TSS;2941030;+;;Q4;M63_0.4
23233;;2941030_+;TSS;2941030;+;;Q4;LB_0.4
23234;;2941030_+;TSS;2941030;+;;Q4;LB_2.0
23235;;2941122_-;TSS;2941122;-;;Q4;M63_0.4
23236;;2941122_-;TSS;2941122;-;;Q4;LB_0.4
23237;;2941122_-;TSS;2941122;-;;Q4;LB_2.0
23238;;2941213_+;TSS;2941213;+;;Q4;M63_0.4
23239;;2941213_+;TSS;2941213;+;;Q4;M63_0.4
23240;;2941213_+;TSS;2941213;+;;Q4;LB_2.0
23241;;2941213_+;TSS;2941213;+;;Q4;LB_2.0
23242;;2941231_+;TSS;2941231;+;;Q4;M63_0.4
23243;;2941231_+;TSS;2941231;+;;Q4;M63_0.4
23244;;2941231_+;TSS;2941231;+;;Q4;LB_0.4
23245;;2941231_+;TSS;2941231;+;;Q4;LB_0.4
23246;;2941231_+;TSS;2941231;+;;Q4;LB_2.0
23247;;2941231_+;TSS;2941231;+;;Q4;LB_2.0
23248;;2941235_-;TSS;2941235;-;;Q4;M63_0.4
23249;;2941235_-;TSS;2941235;-;;Q4;LB_0.4
23250;;2941235_-;TSS;2941235;-;;Q4;LB_2.0
23251;;2941242_-;TSS;2941242;-;;Q4;LB_2.0
23252;;2941341_+;TSS;2941341;+;;Q4;M63_0.4
23253;;2941341_+;TSS;2941341;+;;Q4;LB_0.4
23254;;2941341_+;TSS;2941341;+;;Q4;LB_2.0
23255;;2941662_+;TSS;2941662;+;;Q4;LB_0.4
23256;;2941920_+;TSS;2941920;+;;Q4;M63_0.4
23257;;2941920_+;TSS;2941920;+;;Q4;LB_0.4
23258;;2941920_+;TSS;2941920;+;;Q4;LB_2.0
23259;;2942031_+;TSS;2942031;+;;Q4;M63_0.4
23260;;2942031_+;TSS;2942031;+;;Q4;LB_0.4
23261;;2942031_+;TSS;2942031;+;;Q4;LB_2.0
23262;;2942379_+;TSS;2942379;+;;Q4;M63_0.4
23263;;2942379_+;TSS;2942379;+;;Q4;M63_0.4
23264;;2942379_+;TSS;2942379;+;;Q4;LB_0.4
23265;;2942379_+;TSS;2942379;+;;Q4;LB_0.4
23266;;2942379_+;TSS;2942379;+;;Q4;LB_2.0
23267;;2942379_+;TSS;2942379;+;;Q4;LB_2.0
23268;;2942505_+;TSS;2942505;+;;Q4;M63_0.4
23269;;2942505_+;TSS;2942505;+;;Q4;M63_0.4
23270;;2942505_+;TSS;2942505;+;;Q4;LB_2.0
23271;;2942505_+;TSS;2942505;+;;Q4;LB_2.0
23272;;2943841_-;TSS;2943841;-;;Q4;M63_0.4
23273;;2943841_-;TSS;2943841;-;;Q4;LB_2.0
23274;;2944085_-;TSS;2944085;-;;Q4;M63_0.4
23275;;2944085_-;TSS;2944085;-;;Q4;LB_0.4
23276;;2944085_-;TSS;2944085;-;;Q4;LB_2.0
23277;;2944684_-;TSS;2944684;-;;Q4;M63_0.4
23278;;2944684_-;TSS;2944684;-;;Q4;LB_2.0
23279;;2944776_-;TSS;2944776;-;;Q4;M63_0.4
23280;;2944776_-;TSS;2944776;-;;Q4;LB_0.4
23281;;2944776_-;TSS;2944776;-;;Q4;LB_2.0
23282;;2944954_-;TSS;2944954;-;;Q4;M63_0.4
23283;;2944954_-;TSS;2944954;-;;Q4;LB_2.0
23284;;2945017_+;TSS;2945017;+;;Q4;M63_0.4
23285;;2945017_+;TSS;2945017;+;;Q4;LB_2.0
23286;;2945170_-;TSS;2945170;-;;Q4;LB_2.0
23287;;2945230_-;TSS;2945230;-;;Q4;M63_0.4
23288;;2945230_-;TSS;2945230;-;;Q4;LB_0.4
23289;;2945230_-;TSS;2945230;-;;Q4;LB_2.0
23290;;2945231_+;TSS;2945231;+;;Q4;M63_0.4
23291;;2945231_+;TSS;2945231;+;;Q4;M63_0.4
23292;;2945231_+;TSS;2945231;+;;Q4;LB_0.4
23293;;2945231_+;TSS;2945231;+;;Q4;LB_0.4
23294;;2945231_+;TSS;2945231;+;;Q4;LB_2.0
23295;;2945231_+;TSS;2945231;+;;Q4;LB_2.0
23296;;2945281_-;TSS;2945281;-;;Q4;LB_2.0
23297;;2945357_-;TSS;2945357;-;;Q4;M63_0.4
23298;;2945357_-;TSS;2945357;-;;Q4;M63_0.4
23299;;2945357_-;TSS;2945357;-;;Q4;LB_2.0
23300;;2945357_-;TSS;2945357;-;;Q4;LB_2.0
23301;;2945404_+;TSS;2945404;+;;Q4;M63_0.4
23302;;2945404_+;TSS;2945404;+;;Q4;LB_0.4
23303;;2945404_+;TSS;2945404;+;;Q4;LB_2.0
23304;;2945409_+;TSS;2945409;+;;Q4;LB_2.0
23305;;2945519_+;TSS;2945519;+;;Q4;M63_0.4
23306;;2945519_+;TSS;2945519;+;;Q4;LB_0.4
23307;;2945519_+;TSS;2945519;+;;Q4;LB_2.0
23308;;2945629_+;TSS;2945629;+;;Q4;M63_0.4
23309;;2945629_+;TSS;2945629;+;;Q4;LB_0.4
23310;;2945629_+;TSS;2945629;+;;Q4;LB_2.0
23311;;2946049_-;TSS;2946049;-;;Q4;M63_0.4
23312;;2946049_-;TSS;2946049;-;;Q4;LB_0.4
23313;;2946049_-;TSS;2946049;-;;Q4;LB_2.0
23314;;2946074_+;TSS;2946074;+;;Q4;M63_0.4
23315;;2946074_+;TSS;2946074;+;;Q4;LB_0.4
23316;;2946074_+;TSS;2946074;+;;Q4;LB_2.0
23317;;2947087_-;TSS;2947087;-;;Q4;M63_0.4
23318;;2947087_-;TSS;2947087;-;;Q4;LB_0.4
23319;;2947087_-;TSS;2947087;-;;Q4;LB_2.0
23320;;2947125_+;TSS;2947125;+;;Q4;LB_2.0
23321;;2947125_+;TSS;2947125;+;;Q4;LB_2.0
23322;;2947198_+;TSS;2947198;+;;Q4;M63_0.4
23323;;2947198_+;TSS;2947198;+;;Q4;LB_0.4
23324;;2947216_-;TSS;2947216;-;;Q4;M63_0.4
23325;;2947216_-;TSS;2947216;-;;Q4;M63_0.4
23326;;2947395_-;TSS;2947395;-;;Q4;LB_0.4
23327;;2947395_-;TSS;2947395;-;;Q4;LB_2.0
23328;;2947408_+;TSS;2947408;+;;Q4;M63_0.4
23329;;2947408_+;TSS;2947408;+;;Q4;LB_2.0
23330;;2947507_-;TSS;2947507;-;;Q4;M63_0.4
23331;;2947507_-;TSS;2947507;-;;Q4;LB_0.4
23332;;2947507_-;TSS;2947507;-;;Q4;LB_2.0
23333;;2947935_+;TSS;2947935;+;;Q4;M63_0.4
23334;;2947935_+;TSS;2947935;+;;Q4;LB_0.4
23335;;2947935_+;TSS;2947935;+;;Q4;LB_2.0
23336;;2948061_-;TSS;2948061;-;;Q4;M63_0.4
23337;;2948061_-;TSS;2948061;-;;Q4;LB_0.4
23338;;2948061_-;TSS;2948061;-;;Q4;LB_2.0
23339;;2948199_+;TSS;2948199;+;;Q4;LB_2.0
23340;;2948561_+;TSS;2948561;+;;Q4;M63_0.4
23341;;2948561_+;TSS;2948561;+;;Q4;M63_0.4
23342;;2948561_+;TSS;2948561;+;;Q4;LB_0.4
23343;;2948561_+;TSS;2948561;+;;Q4;LB_0.4
23344;;2948561_+;TSS;2948561;+;;Q4;LB_2.0
23345;;2948561_+;TSS;2948561;+;;Q4;LB_2.0
23346;;2949112_+;TSS;2949112;+;;Q4;M63_0.4
23347;;2949112_+;TSS;2949112;+;;Q4;LB_0.4
23348;;2949284_+;TSS;2949284;+;;Q4;LB_0.4
23349;;2950112_+;TSS;2950112;+;;Q4;M63_0.4
23350;;2950694_-;TSS;2950694;-;;Q4;LB_2.0
23351;;2950694_-;TSS;2950694;-;;Q4;LB_2.0
23352;;2950695_+;TSS;2950695;+;;Q4;M63_0.4
23353;;2950695_+;TSS;2950695;+;;Q4;LB_2.0
23354;;2950795_+;TSS;2950795;+;;Q4;M63_0.4
23355;;2951430_-;TSS;2951430;-;;Q4;LB_2.0
23356;;2952693_-;TSS;2952693;-;;Q4;M63_0.4
23357;;2952693_-;TSS;2952693;-;;Q4;LB_2.0
23358;;2954292_+;TSS;2954292;+;;Q4;M63_0.4
23359;;2954292_+;TSS;2954292;+;;Q4;LB_2.0
23360;;2954532_-;TSS;2954532;-;;Q4;M63_0.4
23361;;2954532_-;TSS;2954532;-;;Q4;LB_2.0
23362;;2954803_+;TSS;2954803;+;;Q4;M63_0.4
23363;;2954803_+;TSS;2954803;+;;Q4;LB_2.0
23364;;2955088_-;TSS;2955088;-;;Q4;LB_0.4
23365;;2955088_-;TSS;2955088;-;;Q4;LB_2.0
23366;;2956083_+;TSS;2956083;+;;Q4;M63_0.4
23367;;2956083_+;TSS;2956083;+;;Q4;LB_0.4
23368;;2956083_+;TSS;2956083;+;;Q4;LB_2.0
23369;;2956983_+;TSS;2956983;+;;Q4;LB_2.0
23370;;2956983_+;TSS;2956983;+;;Q4;LB_2.0
23371;;2957015_+;TSS;2957015;+;;Q4;M63_0.4
23372;;2957015_+;TSS;2957015;+;;Q4;LB_2.0
23373;;2957031_-;TSS;2957031;-;;Q4;M63_0.4
23374;;2957031_-;TSS;2957031;-;;Q4;LB_0.4
23375;;2957270_-;TSS;2957270;-;;Q4;M63_0.4
23376;;2957270_-;TSS;2957270;-;;Q4;LB_2.0
23377;;2957483_-;TSS;2957483;-;;Q4;M63_0.4
23378;;2957483_-;TSS;2957483;-;;Q4;LB_0.4
23379;;2958182_+;TSS;2958182;+;;Q4;M63_0.4
23380;;2958182_+;TSS;2958182;+;;Q4;LB_2.0
23381;;2958248_+;TSS;2958248;+;;Q4;M63_0.4
23382;;2958248_+;TSS;2958248;+;;Q4;LB_0.4
23383;;2958248_+;TSS;2958248;+;;Q4;LB_2.0
23384;;2959076_+;TSS;2959076;+;;Q4;LB_0.4
23385;;2959076_+;TSS;2959076;+;;Q4;LB_2.0
23386;;2959154_+;TSS;2959154;+;;Q4;M63_0.4
23387;;2959154_+;TSS;2959154;+;;Q4;LB_0.4
23388;;2959154_+;TSS;2959154;+;;Q4;LB_2.0
23389;;2960327_-;TSS;2960327;-;;Q4;M63_0.4
23390;;2960327_-;TSS;2960327;-;;Q4;LB_0.4
23391;;2960327_-;TSS;2960327;-;;Q4;LB_2.0
23392;;2960345_+;TSS;2960345;+;;Q4;M63_0.4
23393;;2960345_+;TSS;2960345;+;;Q4;LB_0.4
23394;;2960345_+;TSS;2960345;+;;Q4;LB_2.0
23395;;2960528_-;TSS;2960528;-;;Q4;M63_0.4
23396;;2960528_-;TSS;2960528;-;;Q4;M63_0.4
23397;;2960528_-;TSS;2960528;-;;Q4;LB_0.4
23398;;2960528_-;TSS;2960528;-;;Q4;LB_0.4
23399;;2960528_-;TSS;2960528;-;;Q4;LB_2.0
23400;;2960528_-;TSS;2960528;-;;Q4;LB_2.0
23401;;2960905_-;TSS;2960905;-;;Q4;LB_2.0
23402;;2960905_-;TSS;2960905;-;;Q4;LB_2.0
23403;;2961322_+;TSS;2961322;+;;Q4;LB_2.0
23404;;2962199_-;TSS;2962199;-;;Q4;LB_2.0
23405;;2962381_+;TSS;2962381;+;;Q4;M63_0.4
23406;;2962381_+;TSS;2962381;+;;Q4;LB_2.0
23407;;2962742_+;TSS;2962742;+;;Q4;M63_0.4
23408;;2962742_+;TSS;2962742;+;;Q4;LB_0.4
23409;;2962742_+;TSS;2962742;+;;Q4;LB_2.0
23410;;2963412_-;TSS;2963412;-;;Q4;LB_2.0
23411;;2963412_-;TSS;2963412;-;;Q4;LB_2.0
23412;;2963682_+;TSS;2963682;+;;Q4;M63_0.4
23413;;2963682_+;TSS;2963682;+;;Q4;LB_0.4
23414;;2963682_+;TSS;2963682;+;;Q4;LB_2.0
23415;;2963721_-;TSS;2963721;-;;Q4;M63_0.4
23416;;2963721_-;TSS;2963721;-;;Q4;LB_0.4
23417;;2963721_-;TSS;2963721;-;;Q4;LB_2.0
23418;;2964139_-;TSS;2964139;-;;Q4;M63_0.4
23419;;2964139_-;TSS;2964139;-;;Q4;LB_0.4
23420;;2964139_-;TSS;2964139;-;;Q4;LB_2.0
23421;;2964344_+;TSS;2964344;+;;Q4;M63_0.4
23422;;2964344_+;TSS;2964344;+;;Q4;LB_0.4
23423;;2964841_+;TSS;2964841;+;;Q4;M63_0.4
23424;;2964841_+;TSS;2964841;+;;Q4;LB_0.4
23425;;2966045_-;TSS;2966045;-;;Q4;M63_0.4
23426;;2966045_-;TSS;2966045;-;;Q4;LB_2.0
23427;;2966533_+;TSS;2966533;+;;Q4;M63_0.4
23428;;2966533_+;TSS;2966533;+;;Q4;M63_0.4
23429;;2966815_-;TSS;2966815;-;;Q4;LB_0.4
23430;;2966815_-;TSS;2966815;-;;Q4;LB_2.0
23431;;2967027_-;TSS;2967027;-;;Q4;M63_0.4
23432;;2967027_-;TSS;2967027;-;;Q4;LB_0.4
23433;;2967027_-;TSS;2967027;-;;Q4;LB_2.0
23434;;2967133_+;TSS;2967133;+;;Q4;M63_0.4
23435;;2967133_+;TSS;2967133;+;;Q4;LB_0.4
23436;;2967133_+;TSS;2967133;+;;Q4;LB_2.0
23437;;2967245_-;TSS;2967245;-;;Q4;LB_2.0
23438;;2967371_-;TSS;2967371;-;;Q4;M63_0.4
23439;;2967371_-;TSS;2967371;-;;Q4;LB_0.4
23440;;2967371_-;TSS;2967371;-;;Q4;LB_2.0
23441;;2967512_+;TSS;2967512;+;;Q4;M63_0.4
23442;;2967512_+;TSS;2967512;+;;Q4;LB_2.0
23443;;2967516_+;TSS;2967516;+;;Q4;M63_0.4
23444;;2967578_-;TSS;2967578;-;;Q4;LB_2.0
23445;;2967638_+;TSS;2967638;+;;Q4;M63_0.4
23446;;2967638_+;TSS;2967638;+;;Q4;LB_0.4
23447;;2967638_+;TSS;2967638;+;;Q4;LB_2.0
23448;;2967686_+;TSS;2967686;+;;Q4;M63_0.4
23449;;2968416_+;TSS;2968416;+;;Q4;M63_0.4
23450;;2968416_+;TSS;2968416;+;;Q4;LB_0.4
23451;;2968416_+;TSS;2968416;+;;Q4;LB_2.0
23452;;2968522_-;TSS;2968522;-;;Q4;M63_0.4
23453;;2968522_-;TSS;2968522;-;;Q4;LB_0.4
23454;;2968522_-;TSS;2968522;-;;Q4;LB_2.0
23455;;2968539_+;TSS;2968539;+;;Q4;M63_0.4
23456;;2968539_+;TSS;2968539;+;;Q4;LB_0.4
23457;;2968539_+;TSS;2968539;+;;Q4;LB_2.0
23458;;2968848_+;TSS;2968848;+;;Q4;LB_2.0
23459;;2969090_+;TSS;2969090;+;;Q4;M63_0.4
23460;;2969090_+;TSS;2969090;+;;Q4;M63_0.4
23461;;2969200_-;TSS;2969200;-;;Q4;M63_0.4
23462;;2969200_-;TSS;2969200;-;;Q4;M63_0.4
23463;;2969200_-;TSS;2969200;-;;Q4;LB_2.0
23464;;2969200_-;TSS;2969200;-;;Q4;LB_2.0
23465;;2969223_+;TSS;2969223;+;;Q4;M63_0.4
23466;;2969223_+;TSS;2969223;+;;Q4;LB_0.4
23467;;2969223_+;TSS;2969223;+;;Q4;LB_2.0
23468;;2969274_+;TSS;2969274;+;;Q4;M63_0.4
23469;;2969274_+;TSS;2969274;+;;Q4;LB_0.4
23470;;2969587_+;TSS;2969587;+;;Q4;M63_0.4
23471;;2969587_+;TSS;2969587;+;;Q4;LB_0.4
23472;;2969587_+;TSS;2969587;+;;Q4;LB_2.0
23473;;2969622_-;TSS;2969622;-;;Q4;M63_0.4
23474;;2969622_-;TSS;2969622;-;;Q4;LB_2.0
23475;;2970651_+;TSS;2970651;+;;Q4;M63_0.4
23476;;2970651_+;TSS;2970651;+;;Q4;M63_0.4
23477;;2970651_+;TSS;2970651;+;;Q4;LB_0.4
23478;;2970651_+;TSS;2970651;+;;Q4;LB_0.4
23479;;2970651_+;TSS;2970651;+;;Q4;LB_2.0
23480;;2970651_+;TSS;2970651;+;;Q4;LB_2.0
23481;;2970652_-;TSS;2970652;-;;Q4;M63_0.4
23482;;2970652_-;TSS;2970652;-;;Q4;LB_0.4
23483;;2970652_-;TSS;2970652;-;;Q4;LB_2.0
23484;;2970775_-;TSS;2970775;-;;Q4;M63_0.4
23485;;2970775_-;TSS;2970775;-;;Q4;LB_0.4
23486;;2971507_-;TSS;2971507;-;;Q4;M63_0.4
23487;;2971507_-;TSS;2971507;-;;Q4;LB_0.4
23488;;2971507_-;TSS;2971507;-;;Q4;LB_2.0
23489;;2971957_-;TSS;2971957;-;;Q4;M63_0.4
23490;;2971957_-;TSS;2971957;-;;Q4;M63_0.4
23491;;2971957_-;TSS;2971957;-;;Q4;LB_0.4
23492;;2971957_-;TSS;2971957;-;;Q4;LB_0.4
23493;;2971957_-;TSS;2971957;-;;Q4;LB_2.0
23494;;2971957_-;TSS;2971957;-;;Q4;LB_2.0
