qid,Len,Den,P13,P14,P15,P16,P17
,2043619_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2043619""","""+""",Q1888,Q10
,2043649_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2043649""","""-""",Q1888,Q10
,2043653_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2043653""","""-""",Q1888,Q11
,2044018_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2044018""","""-""",Q1888,Q10
,2044917_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2044917""","""-""",Q1888,Q10
,2045595_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2045595""","""-""",Q1888,Q10
,2046340_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2046340""","""-""",Q1888,Q10
,2046782_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2046782""","""-""",Q1888,Q10
,2047188_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2047188""","""-""",Q1888,Q11
,2047193_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2047193""","""-""",Q1888,Q10
,2047208_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2047208""","""+""",Q1888,Q10
,2047458_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2047458""","""+""",Q1888,Q10
,2047660_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2047660""","""+""",Q1888,Q12
,2048643_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2048643""","""-""",Q1888,Q10
,2049325_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2049325""","""+""",Q1888,Q10
,2049443_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2049443""","""-""",Q1888,Q10
,2049556_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2049556""","""+""",Q1888,Q10
,2049638_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2049638""","""-""",Q1888,Q10
,2049978_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2049978""","""-""",Q1888,Q12
,2050012_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2050012""","""-""",Q1888,Q10
,2050035_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2050035""","""+""",Q1888,Q10
,2050461_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2050461""","""+""",Q1889,Q12
,2050483_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2050483""","""+""",Q1889,Q12
,2051195_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2051195""","""+""",Q1889,Q10
,2051283_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2051283""","""-""",Q1889,Q12
,2051382_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2051382""","""-""",Q1889,Q10
,2051390_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2051390""","""+""",Q1890,Q10
,2051590_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2051590""","""+""",Q1890,Q10
,2051622_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2051622""","""-""",Q1889,Q10
,2051783_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2051783""","""+""",Q1890,Q12
,2051785_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2051785""","""+""",Q1890,Q10
,2052162_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2052162""","""+""",Q1890,Q10
,2052545_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2052545""","""+""",Q1890,Q12
,2052572_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2052572""","""+""",Q1890,Q10
,2052714_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2052714""","""+""",Q1890,Q10
,2053054_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2053054""","""+""",Q1891,Q10
,2053180_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2053180""","""-""",Q1891,Q10
,2053463_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2053463""","""+""",Q1891,Q10
,2053640_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2053640""","""-""",Q1891,Q10
,2053658_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2053658""","""+""",Q1891,Q12
,2054548_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2054548""","""+""",,Q12
,2054822_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2054822""","""+""",Q1892,Q10
,2055587_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2055587""","""+""",Q1892,Q10
,2056126_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2056126""","""-""",Q1893,Q10
,2056137_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2056137""","""-""",Q1893,Q10
,2056142_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2056142""","""-""",Q1893,Q10
,2056397_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2056397""","""-""",Q1893,Q10
,2056898_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2056898""","""-""",Q1894,Q10
,2056928_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2056928""","""+""",Q1894,Q10
,2057087_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2057087""","""-""",Q1894,Q10
,2057460_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2057460""","""+""",Q1894,Q10
,2057712_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2057712""","""-""",Q1894,Q10
,2057866_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2057866""","""+""",Q1895,Q10
,2058126_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2058126""","""-""",Q1896,Q10
,2058289_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2058289""","""+""",Q1896,Q11
,2058494_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2058494""","""-""",Q1896,Q10
,2058628_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2058628""","""+""",Q1896,Q10
,2058680_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2058680""","""+""",Q1896,Q10
,2058791_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2058791""","""-""",Q1896,Q10
,2059142_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2059142""","""-""",Q1896,Q10
,2060273_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2060273""","""+""",Q1898,Q10
,2060284_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2060284""","""+""",Q1898,Q10
,2060563_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2060563""","""-""",Q1899,Q11
,2060573_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2060573""","""+""",Q1899,Q10
,2060631_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2060631""","""-""",Q1899,Q10
,2060678_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2060678""","""-""",Q1899,Q10
,2060696_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2060696""","""+""",Q1899,Q10
,2060993_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2060993""","""-""",Q1899,Q10
,2061222_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2061222""","""-""",Q1899,Q10
,2061239_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2061239""","""+""",Q1899,Q10
,2061270_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2061270""","""-""",Q1899,Q10
,2061377_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2061377""","""-""",Q1899,Q10
,2061424_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2061424""","""+""",Q1899,Q10
,2062762_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2062762""","""-""",Q1900,Q12
,2062863_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2062863""","""-""",Q1901,Q10
,2063136_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2063136""","""-""",Q1901,Q10
,2063512_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2063512""","""-""",Q1901,Q12
,2063822_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2063822""","""+""",Q1902,Q10
,2063871_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2063871""","""-""",Q1902,Q10
,2063904_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2063904""","""+""",,Q10
,2064020_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2064020""","""-""",Q1902,Q10
,2065336_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2065336""","""-""",Q1903,Q10
,2065372_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2065372""","""-""",Q1903,Q10
,2065493_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2065493""","""-""",Q1903,Q10
,2065617_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2065617""","""+""",Q1904,Q10
,2065658_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2065658""","""-""",Q1904,Q12
,2065942_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2065942""","""-""",Q1904,Q10
,2065960_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2065960""","""+""",Q1904,Q10
,2065999_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2065999""","""+""",Q1904,Q10
,2066008_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2066008""","""+""",Q1904,Q10
,2066507_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2066507""","""-""",Q1905,Q10
,2066699_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2066699""","""-""",Q1905,Q10
,2067092_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2067092""","""+""",Q1907,Q10
,2067734_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2067734""","""-""",Q1907,Q10
,2067746_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2067746""","""+""",Q1907,Q10
,2067920_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2067920""","""-""",Q1907,Q10
,2068232_-,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2068232""","""-""",Q1908,Q10
,2068245_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2068245""","""+""",Q1906,Q12
,2068331_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2068331""","""+""",Q1906,Q10
,2068481_+,Transcription Start Site: Label was assembled by the the position and strand of the TSS,Q9,"""2068481""","""+""",Q1910,Q10
